occurrence_no,record_type,collection_no,identified_name,identified_rank,accepted_name,accepted_rank,accepted_no,taxon_environment,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,cc,state,county,lat,lng,latlng_basis,latlng_precision,geogscale,paleolat,paleolng,geoplate,formation,geological_group,stratscale,lithology1,lithology2,environment,tectonic_setting,pres_mode,preservation_quality,lagerstatten,collection_coverage,collection_type,ref_author,ref_pubyr,reference_no,research_group,age_range_ma,geological_era,geological_period
149854,occ,13267,Ornithopoda indet.,suborder,Ornithopoda,suborder,38713,terrestrial,Late Barremian,Early Aptian,125.77,119.57,Chordata,Ornithischia,NO_ORDER_SPECIFIED,,,UK,England,Isle of Wight,50.62413,-1.381643,based on nearby landmark,6,outcrop,37.85,24.14,315,Vectis,Wealden,group of beds,mudstone,,coastal indet.,,"body,cast",good,,species names,taxonomic,Buffetaut and Hutt,1980.0,4397,vertebrate,6.200000000000003,Mesozoic,Cretaceous
149859,occ,13268,Theropoda indet.,unranked clade,Theropoda,unranked clade,38513,terrestrial,Late Barremian,Early Aptian,125.77,119.57,Chordata,Reptilia,,,,UK,England,Isle of Wight,50.654499,-1.468,stated in text,4,outcrop,37.88,24.07,315,Vectis,Wealden,group of beds,not reported,,fluvial-lacustrine indet.,,body,good,,"some macrofossils,species names",taxonomic,Carrano,2027.0,14199,vertebrate,6.200000000000003,Mesozoic,Cretaceous
149860,occ,13268,Hypsilophodon sp.,genus,Hypsilophodon,genus,38736,terrestrial,Late Barremian,Early Aptian,125.77,119.57,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hypsilophodontidae,Hypsilophodon,UK,England,Isle of Wight,50.654499,-1.468,stated in text,4,outcrop,37.88,24.07,315,Vectis,Wealden,group of beds,not reported,,fluvial-lacustrine indet.,,body,good,,"some macrofossils,species names",taxonomic,Buffetaut and Ford,1979.0,4398,vertebrate,6.200000000000003,Mesozoic,Cretaceous
149866,occ,13271,Lewisuchus admixtus n. gen. n. sp.,species,Lewisuchus admixtus,species,67917,terrestrial,Ladinian,,241.464,237.0,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Silesauridae,Lewisuchus,AR,La Rioja,,-29.823055,-67.820557,estimated from map,seconds,small collection,-33.78,-27.03,291,Chañares,Agua de la Peña,bed,not reported,,fluvial-lacustrine indet.,,"body,concretion",medium,,some macrofossils,taxonomic,Romer,1972.0,4399,vertebrate,4.463999999999999,Mesozoic,Triassic
149981,occ,13279,Scutellosaurus lawleri n. gen. n. sp.,species,Scutellosaurus lawleri,species,67088,terrestrial,Sinemurian,Pliensbachian,199.5,184.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Scutellosaurus,US,Arizona,Coconino,35.679169,-111.027779,based on nearby landmark,seconds,outcrop,14.91,-39.61,101,Kayenta,Glen Canyon,bed,siltstone,sandstone,wet floodplain,,"body,trace",good,,,taxonomic,Colbert,1981.0,4405,vertebrate,15.300000000000011,Mesozoic,Jurassic
149982,occ,13280,Scutellosaurus lawleri,species,Scutellosaurus lawleri,species,67088,terrestrial,Sinemurian,Pliensbachian,199.5,184.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Scutellosaurus,US,Arizona,,35.736668,-111.073608,based on nearby landmark,seconds,,14.97,-39.65,101,Kayenta,Glen Canyon,bed,sandstone,sandstone,wet floodplain,,"body,trace",good,,,taxonomic,Colbert,1981.0,4405,vertebrate,15.300000000000011,Mesozoic,Jurassic
149983,occ,13281,Orodromeus makelai,species,Orodromeus makelai,species,64338,terrestrial,Middle Campanian,,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Thescelosauridae,Orodromeus,US,Montana,Teton,47.8125,-112.182777,based on nearby landmark,seconds,outcrop,58.19,-68.69,101,Two Medicine,Montana,bed,"""carbonate""",mudstone,terrestrial indet.,,body,good,,,paleoecologic,Horner and Weishampel,1988.0,7404,vertebrate,11.399999999999991,Mesozoic,Cretaceous
149984,occ,13282,Lambeosaurinae indet.,subfamily,Lambeosaurinae,subfamily,53394,terrestrial,Late Campanian,,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,US,Montana,Teton,47.82,-112.660004,based on nearby landmark,2,outcrop,58.53,-71.24,127,Two Medicine,Montana,group of beds,mudstone,,"""floodplain""",,"body,trace",good,,,paleoecologic,Rogers et al.,2024.0,89709,vertebrate,11.399999999999991,Mesozoic,Cretaceous
149987,occ,13284,Goyocephale lattimorei n. gen. n. sp.,species,Goyocephale lattimorei,species,52838,terrestrial,Santonian,Maastrichtian,85.7,66.0,Chordata,Ornithischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Goyocephale,MN,Omnogov,,48.583332,102.066666,based on nearby landmark,seconds,small collection,42.88,95.45,401,,,bed,sandstone,,terrestrial indet.,,body,good,,,taxonomic,Perle et al.,1982.0,4408,vertebrate,19.700000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
149988,occ,13285,Efraasia minor,species,Efraasia minor,species,54997,terrestrial,Norian,,227.3,205.7,Chordata,Saurischia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Efraasia,DE,Baden-Württemberg,Stuttgart,49.023609,8.978333,stated in text,seconds,small collection,30.26,21.02,305,Löwenstein,Keuper,bed,marl,sandstone,terrestrial indet.,,body,good,,,biostratigraphic,Yates,2003.0,19481,vertebrate,21.600000000000023,Mesozoic,Triassic
149989,occ,13286,Tethyshadros insularis n. gen. n. sp.,species,Tethyshadros insularis,species,161198,terrestrial,Early Campanian,Middle Campanian,83.6,72.2,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Telmatosauridae,Tethyshadros,IT,Friuli-Venezia Giulia,Trieste,45.77861,13.588611,stated in text,seconds,small collection,29.85,23.89,307,Aurisina,,group of beds,"""limestone""",,lagoonal/restricted shallow subtidal,,body,good,,,taxonomic,Dalla Vecchia,2009.0,31507,vertebrate,11.399999999999991,Mesozoic,Cretaceous
150084,occ,13294,Dinosauria indet.,unranked clade,Dinosauria,unranked clade,52775,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Reptilia,,,,US,Utah,Emery,39.267223,-111.254166,based on nearby landmark,seconds,local area,52.04,-76.09,101,North Horn,,group of beds,sandstone,,fluvial-lacustrine indet.,,body,good,,some microfossils,biostratigraphic,Difley and Ekdale,1999.0,4413,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
150093,occ,18597,Phalacrocorax subvolans n. sp.,species,Anhinga subvolans,species,53350,terrestrial,Hemingfordian,,18.5,16.3,Chordata,Aves,Suliformes,Anhingidae,Anhinga,US,Florida,Gilchrist,29.700001,-82.599998,based on political unit,1,outcrop,32.13,-75.25,109,Alachua,,member,sandstone,claystone,terrestrial indet.,passive margin,body,,,,taxonomic,Brodkorb,1956.0,4414,vertebrate,2.1999999999999993,Cenozoic,Neogene
150094,occ,18597,Proictinia floridana n. sp.,species,Promilio floridanus,species,53301,terrestrial,Hemingfordian,,18.5,16.3,Chordata,Aves,Falconiformes,Buteonidae,Promilio,US,Florida,Gilchrist,29.700001,-82.599998,based on political unit,1,outcrop,32.13,-75.25,109,Alachua,,member,sandstone,claystone,terrestrial indet.,passive margin,body,,,,taxonomic,Brodkorb,1956.0,4414,vertebrate,2.1999999999999993,Cenozoic,Neogene
150133,occ,13296,Buteo fluviaticus n. sp.,species,Buteo fluviaticus,species,100015,terrestrial,Orellan,,33.9,31.8,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,US,Colorado,Weld County,40.900002,-104.866669,based on political unit,minutes,,46.64,-89.36,101,White River,,,not reported,,terrestrial indet.,,body,,,,taxonomic,Miller and Sibley,1942.0,4415,vertebrate,2.099999999999998,Cenozoic,Paleogene
150134,occ,13297,Hadrogyps aigialeus n. gen. n. sp.,species,Hadrogyps aigialeus,species,53351,terrestrial,Langhian,,15.98,13.82,Chordata,Aves,Cathartiformes,Cathartidae,Hadrogyps,US,California,Kern,35.299999,-118.5,,1,,38.41,-111.06,130,Temblor,,member,siltstone,,shoreface,,body,,,"all macrofossils,some genera",taxonomic,Emslie,1988.0,4416,vertebrate,2.16,Cenozoic,Neogene
150135,occ,13298,Primapus lacki n. gen. n. sp.,species,Primapus lacki,species,53337,terrestrial,Ypresian,,56.0,48.07,Chordata,Aves,Apodiformes,NO_FAMILY_SPECIFIED,Primapus,UK,Sussex,,50.783333,-0.683333,based on political unit,minutes,small collection,42.04,6.91,315,London Clay,,,claystone,,marine indet.,,body,good,,all macrofossils,taxonomic,Harrison and Walker,1975.0,4417,vertebrate,7.93,Cenozoic,Paleogene
150136,occ,13299,Primapus lacki,species,Primapus lacki,species,53337,terrestrial,Ypresian,,56.0,48.07,Chordata,Aves,Apodiformes,NO_FAMILY_SPECIFIED,Primapus,UK,England,Kent,51.400002,0.833333,based on political unit,minutes,local area,42.57,8.27,315,London Clay,,formation,claystone,,marine indet.,,body,,,,general faunal/floral,Harrison and Walker,1975.0,4417,"marine invertebrate,vertebrate",7.93,Cenozoic,Paleogene
150137,occ,13300,Praemancalla wetmorei n. sp.,species,Miomancalla wetmorei,species,145757,marine,Tortonian,,11.63,7.246,Chordata,Aves,Charadriiformes,Alcidae,Miomancalla,US,California,Orange,33.561943,-117.712219,stated in text,seconds,local area,,,not computable using this model,Monterey,,formation,sandstone,"""shale""",basinal (siliciclastic),,body,good,,some macrofossils,general faunal/floral,Howard,1976.0,4418,vertebrate,4.384,Cenozoic,Neogene
150138,occ,13301,Ichthyornis cf. dispar,species,Ichthyornis dispar,species,54877,marine,Early Coniacian,Santonian,89.8,83.6,Chordata,Reptilia,Ichthyornithes,NO_FAMILY_SPECIFIED,Ichthyornis,US,Kansas,Wallace County,39.0,-101.0,based on political unit,degrees,local area,46.53,-61.17,101,Niobrara,Colorado,formation,not reported,,marine indet.,,body,,,,taxonomic,Gingerich,1972.0,4419,vertebrate,6.200000000000003,Mesozoic,Cretaceous
150139,occ,13301,Hesperornis sp.,genus,Hesperornis,genus,36620,marine,Early Coniacian,Santonian,89.8,83.6,Chordata,Reptilia,Hesperornithiformes,Hesperornithidae,Hesperornis,US,Kansas,Wallace County,39.0,-101.0,based on political unit,degrees,local area,46.53,-61.17,101,Niobrara,Colorado,formation,not reported,,marine indet.,,body,,,,taxonomic,Gingerich,1972.0,4419,vertebrate,6.200000000000003,Mesozoic,Cretaceous
150155,occ,13309,Neogaeornis wetzeli n. gen. n. sp.,species,Neogaeornis wetzeli,species,53321,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Aves,Anseriformes,Vegaviidae,Neogaeornis,CL,Concepcíon,,-36.716667,-73.116669,based on nearby landmark,minutes,small collection,-36.05,-59.18,291,Quiriquina,Arauco,group of beds,"""mixed carbonate-siliciclastic""",,transition zone/lower shoreface,,body,,,,taxonomic,Lambrecht,1929.0,6052,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
150156,occ,13312,Alexornis antecedens n. gen. n. sp.,species,Alexornis antecedens,species,53319,terrestrial,Santonian,,85.7,83.6,Chordata,Reptilia,Alexornithiformes,Alexornithidae,Alexornis,MX,Baja California,,30.049999,-115.73333,based on political unit,minutes,small collection,,,not computable using this model,La Bocana Roja,,bed,not reported,,terrestrial indet.,,body,,,,taxonomic,Chiappe,1991.0,4423,vertebrate,2.1000000000000085,Mesozoic,Cretaceous
150157,occ,13306,Yacoraitichnus avis n. gen. n. sp.,species,Yacoraitichnus avis,species,58867,terrestrial,Late Maastrichtian,,72.2,66.0,Chordata,Aves,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Yacoraitichnus,AR,Salta,San Carlos,-25.5,-66.0,stated in text,minutes,outcrop,-26.36,-49.45,201,Yacoraite,Salta,group of beds,sandstone,,paralic indet.,,trace,,,some macrofossils,general faunal/floral,Alonso and Marquillas,1986.0,6049,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
150158,occ,13308,Patagonichnornis venetiorum n. gen. n. sp.,species,Patagonichnornis venetiorum,species,53322,terrestrial,Late Campanian,Early Maastrichtian,83.6,66.0,Chordata,Aves,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Patagonichnornis,AR,Río Negro,,-41.349998,-69.466667,stated in text,minutes,outcrop,-41.93,-52.85,291,Angostura Colorada,,bed,sandstone,,"""floodplain""",,mold/impression,medium,,,general faunal/floral,Casamiquela,1987.0,6051,vertebrate,17.599999999999994,Mesozoic/Cenozoic,Cretaceous/Paleogene
150159,occ,13313,Dromaius gidju n. sp.,species,Emuarius gidju,species,53358,terrestrial,Late Oligocene,Early Miocene,27.3,15.98,Chordata,Aves,Casuariiformes,Casuariidae,Emuarius,AU,South Australia,,-27.75,140.733337,based on political unit,minutes,,-39.46,143.36,801,Wipajiri,,group of beds,not reported,,fluvial-lacustrine indet.,,body,,,,taxonomic,Patterson and Rich,1987.0,4424,vertebrate,11.32,Cenozoic,Paleogene/Neogene
150160,occ,13314,Dromaius sp.,genus,Dromaius,genus,173845,terrestrial,Middle Miocene,,15.98,11.63,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,AU,Northern Territory,,-17.116667,131.522217,based on political unit,seconds,local area,-25.91,131.11,801,Camfield Beds,,,not reported,,terrestrial indet.,,body,,,some genera,taxonomic,Patterson and Rich,1987.0,4424,vertebrate,4.35,Cenozoic,Neogene
150161,occ,13315,Dromaius sp.,genus,Dromaius,genus,173845,terrestrial,Late Miocene,,11.63,5.333,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,AU,Northern Territory,,-23.700001,133.883331,based on political unit,minutes,,-28.94,133.87,801,Waite,,,,,terrestrial indet.,,,,,,,Patterson and Rich,1987.0,4424,vertebrate,6.297000000000001,Cenozoic,Neogene
150162,occ,13316,Dromaius ocypus,species,Dromaius ocypus,species,53357,terrestrial,Pliocene,,5.333,2.58,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,AU,South Australia,,-27.75,140.733337,based on political unit,minutes,,-30.23,140.94,801,Mampuwordu Sands,,,,,terrestrial indet.,,,,,,,Patterson and Rich,1987.0,4424,vertebrate,2.753,Cenozoic,Neogene/Quaternary
150163,occ,13317,Dromaius novaehollandiae,species,Dromaius novaehollandiae,species,164088,terrestrial,Zanclean,,5.333,3.6,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,AU,South Australia,,-28.766666,138.416672,stated in text,minutes,,-31.3,138.6,801,Tirari,,,not reported,,"""channel""",,body,,,,general faunal/floral,Patterson and Rich,1987.0,4424,vertebrate,1.733,Cenozoic,Neogene
150164,occ,13317,Dromaius sp.,genus,Dromaius,genus,173845,terrestrial,Zanclean,,5.333,3.6,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,AU,South Australia,,-28.766666,138.416672,stated in text,minutes,,-31.3,138.6,801,Tirari,,,not reported,,"""channel""",,body,,,,general faunal/floral,Patterson and Rich,1987.0,4424,vertebrate,1.733,Cenozoic,Neogene
150165,occ,13316,Dromaius cf. ocypus,species,Dromaius ocypus,species,53357,terrestrial,Pliocene,,5.333,2.58,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,AU,South Australia,,-27.75,140.733337,based on political unit,minutes,,-30.23,140.94,801,Mampuwordu Sands,,,,,terrestrial indet.,,,,,,,Patterson and Rich,1987.0,4424,vertebrate,2.753,Cenozoic,Neogene/Quaternary
150166,occ,13318,Dromaius novaehollandiae,species,Dromaius novaehollandiae,species,164088,terrestrial,Early Pliocene,,5.333,3.6,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,AU,Queensland,Darling Downs,-26.75,150.633331,based on nearby landmark,minutes,small collection,-28.98,151.03,801,Chinchilla Sand,,group of beds,sandstone,claystone,alluvial fan,,body,,,,general faunal/floral,Patterson and Rich,1987.0,4424,vertebrate,1.733,Cenozoic,Neogene
150167,occ,13319,Dromaius sp.,genus,Dromaius,genus,173845,terrestrial,Late Pleistocene,,0.129,0.0117,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,AU,South Australia,,-27.75,140.733337,based on political unit,minutes,,,,not computable using this model,Katipiri,,,not reported,,terrestrial indet.,,body,,,,taxonomic,Patterson and Rich,1987.0,4424,vertebrate,0.1173,Cenozoic,Quaternary
150168,occ,13320,Lithornis vulturinus,species,Lithornis vulturinus,species,246687,terrestrial,Early Eocene,,56.0,48.07,Chordata,Aves,NO_ORDER_SPECIFIED,Lithornithidae,Lithornis,UK,England,Isle of Sheppey,51.25,0.75,based on political unit,minutes,,42.43,8.18,315,London Clay,,,not reported,,marine indet.,,body,,,,taxonomic,Emslie,1988.0,4416,vertebrate,7.93,Cenozoic,Paleogene
150169,occ,13321,Paracathartes howardae,species,Paracathartes howardae,species,246699,terrestrial,Early Eocene,,56.0,48.07,Chordata,Aves,NO_ORDER_SPECIFIED,Lithornithidae,Paracathartes,US,Wyoming,,43.025002,-108.37944,based on political unit,seconds,,50.67,-81.69,101,Willwood,,,,,terrestrial indet.,,,,,,,Emslie,1988.0,4416,vertebrate,7.93,Cenozoic,Paleogene
150170,occ,13322,Eocathartes robustus,species,Eocathartes robustus,species,53325,terrestrial,Lutetian,,48.07,41.03,Chordata,Aves,Ciconiiformes,NO_FAMILY_SPECIFIED,Eocathartes,DE,Sachsen-Anhalt,,51.321945,11.953611,based on nearby landmark,seconds,,43.36,17.05,305,,,,lignite,,lacustrine indet.,,"body,adpression,soft parts",,,,taxonomic,Emslie,1988.0,4416,vertebrate,7.039999999999999,Cenozoic,Paleogene
150171,occ,13323,Eocathartes grallator n. gen. n. sp.,species,Bathornis grallator,species,486984,terrestrial,Uintan,,45.9,39.7,Chordata,Aves,Gruiformes,Bathornithidae,Bathornis,US,Wyoming,Sweetwater,41.337502,-108.270279,based on nearby landmark,seconds,,48.39,-86.66,101,Washakie,,,sandstone,,fluvial indet.,,body,,,,taxonomic,Emslie,1988.0,4416,vertebrate,6.199999999999996,Cenozoic,Paleogene
150172,occ,13324,Diatropornis ellioti,genus,Diatropornis,genus,53328,terrestrial,Late Eocene,Early Oligocene,37.71,27.3,Chordata,Aves,Cathartiformes,Cathartidae,Diatropornis,FR,,,44.383331,1.433333,based on political unit,minutes,,38.97,5.87,305,,,,,,terrestrial indet.,,,,,,,Emslie,1988.0,4416,vertebrate,10.41,Cenozoic,Paleogene
150173,occ,13325,Plesiocathartes europaeus n. gen. n. sp.,species,Plesiocathartes europaeus,species,370282,terrestrial,Late Eocene,Early Oligocene,37.71,27.3,Chordata,Aves,Leptosomiformes,NO_FAMILY_SPECIFIED,Plesiocathartes,FR,,,44.383331,1.433333,based on political unit,minutes,,38.97,5.87,305,,,,,,terrestrial indet.,,,,,,,Emslie,1988.0,4416,vertebrate,10.41,Cenozoic,Paleogene
150174,occ,13326,Massospondylus carinatus,species,Massospondylus carinatus,species,56595,terrestrial,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,NO_ORDER_SPECIFIED,Massospondylidae,Massospondylus,ZA,Free State,Bethlehem,-28.509443,28.623056,stated in text,seconds,outcrop,-42.91,16.95,701,Elliot,Stormberg,bed,siltstone,,terrestrial indet.,,"body,original phosphate",medium,,"some macrofossils,species names",paleoecologic,Reisz et al.,2010.0,38488,vertebrate,8.5,Mesozoic,Jurassic
150175,occ,13326,Massospondylus sp.,genus,Massospondylus,genus,38642,terrestrial,Hettangian,Sinemurian,201.4,192.9,Chordata,Saurischia,NO_ORDER_SPECIFIED,Massospondylidae,Massospondylus,ZA,Free State,Bethlehem,-28.509443,28.623056,stated in text,seconds,outcrop,-42.91,16.95,701,Elliot,Stormberg,bed,siltstone,,terrestrial indet.,,"body,original phosphate",medium,,"some macrofossils,species names",paleoecologic,Kitching,1979.0,4425,vertebrate,8.5,Mesozoic,Jurassic
150238,occ,13331,Megaloolithus siruguei,species,Megaloolithus siruguei,species,67202,terrestrial,Early Maastrichtian,,72.2,66.0,Chordata,Saurischia,NO_ORDER_SPECIFIED,Megaloolithidae,Megaloolithus,ES,Cataluña,Lleida,42.113537,1.078398,based on nearby landmark,6,small collection,30.12,10.87,304,La Posa,Tremp,bed,marl,,lagoonal/restricted shallow subtidal,,"body,trace",good,,,taxonomic,Vianey-Liaud and López-Martínez,1997.0,23594,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
150239,occ,13332,Titanosauridae indet.,family,Titanosauridae,family,38680,terrestrial,Maastrichtian,,72.2,66.0,Chordata,Saurischia,NO_ORDER_SPECIFIED,Titanosauridae,,FR,Var,,43.583332,6.3,based on political unit,minutes,small collection,31.08,14.69,305,,,bed,not reported,,terrestrial indet.,,body,medium,,,taxonomic,Le Loeuff et al.,1989.0,5968,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
150240,occ,13333,Amargasaurus cazaui n. gen. n. sp.,species,Amargasaurus cazaui,species,53962,terrestrial,Barremian,,125.77,121.4,Chordata,Saurischia,NO_ORDER_SPECIFIED,Dicraeosauridae,Amargasaurus,AR,Neuquén,Catan Lil,-39.481979,-70.194786,estimated from map,6,outcrop,-37.48,-29.95,291,La Amarga,,group of beds,sandstone,,fluvial-lacustrine indet.,,body,good,,some genera,taxonomic,Salgado and Bonaparte,1991.0,5970,vertebrate,4.36999999999999,Mesozoic,Cretaceous
150241,occ,13334,Telmatosaurus transsylvanicus,species,Telmatosaurus transsylvanicus,species,68153,terrestrial,Early Maastrichtian,,72.2,66.0,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Telmatosauridae,Telmatosaurus,RO,Hunedoara,,45.603615,22.845142,estimated from map,6,small collection,25.32,28.73,308,Densuș-Ciula,,bed,claystone,marl,dry floodplain,,body,good,,,taxonomic,Grigorescu,2006.0,76545,vertebrate,6.200000000000003,Mesozoic/Cenozoic,Cretaceous/Paleogene
